"file_path","classification","reason","actually_clean","notes"
"tests/test_evidence_query.py","RUNTIME_NONDEFAULT","1-3 imports, no compiler/runtime/bytecode/translator/grammar imports","YES",""
"tests/test_governance_spine.py","RUNTIME_NONDEFAULT","1-3 imports, no compiler/runtime/bytecode/translator/grammar imports","YES",""
"tests/test_hlfsh_llm.py","EXPERIMENTAL","Imports from VM/DSL module (compiler/runtime/bytecode/translator/grammar/formal_verifier/linter/formatter/codegen)","YES",""
"tests/test_model_catalog.py","RUNTIME_NONDEFAULT","1-3 imports, no compiler/runtime/bytecode/translator/grammar imports","YES",""
"tests/test_msty_constraint_bridge.py","RUNTIME_NONDEFAULT","1-3 imports, no compiler/runtime/bytecode/translator/grammar imports","YES",""
"tests/test_nlp_translation.py","EXPERIMENTAL","Imports from VM/DSL module (compiler/runtime/bytecode/translator/grammar/formal_verifier/linter/formatter/codegen)","YES",""
"tests/test_oci_client.py","RUNTIME_NONDEFAULT","1-3 imports, no compiler/runtime/bytecode/translator/grammar imports","YES",""
"tests/test_runtime_memory_context.py","EXPERIMENTAL","Imports from VM/DSL module (compiler/runtime/bytecode/translator/grammar/formal_verifier/linter/formatter/codegen)","YES",""
"tests/test_server_native.py","RUNTIME_NONDEFAULT","1-3 imports, no compiler/runtime/bytecode/translator/grammar imports","YES",""
"tests/test_stale_supersession_lifecycle.py","RUNTIME_NONDEFAULT","1-3 imports, no compiler/runtime/bytecode/translator/grammar imports","YES",""
"tests/test_swarm_mechanics.py","EXPERIMENTAL","Imports from VM/DSL module (compiler/runtime/bytecode/translator/grammar/formal_verifier/linter/formatter/codegen)","YES",""
"tests/test_swarm_vm_execution.py","EXPERIMENTAL","Imports from VM/DSL module (compiler/runtime/bytecode/translator/grammar/formal_verifier/linter/formatter/codegen)","YES",""
"_test_all_intents.py","EXPERIMENTAL","Imports from VM/DSL module (compiler/runtime/bytecode/translator/grammar/formal_verifier/linter/formatter/codegen)","YES",""
"fluency_runner.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","YES",""
"hlf_mcp/__main__.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/doc_ingest.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/ecosystem/bridge_health.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/governed_review.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/audit_chain.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/audit_diff.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/execution_admission.py","EXPERIMENTAL","Imports from VM/DSL module (compiler/runtime/bytecode/translator/grammar/formal_verifier/linter/formatter/codegen)","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/linter.py","EXPERIMENTAL","Imports from VM/DSL module (compiler/runtime/bytecode/translator/grammar/formal_verifier/linter/formatter/codegen)","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/model_certification.py","EXPERIMENTAL","Imports from VM/DSL module (compiler/runtime/bytecode/translator/grammar/formal_verifier/linter/formatter/codegen)","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/model_version.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/openrouter_client.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/pillar_auditor.py","EXPERIMENTAL","Imports from VM/DSL module (compiler/runtime/bytecode/translator/grammar/formal_verifier/linter/formatter/codegen)","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/rag_service.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/routing/capability_router.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/symbolic_surfaces.py","EXPERIMENTAL","Imports from VM/DSL module (compiler/runtime/bytecode/translator/grammar/formal_verifier/linter/formatter/codegen)","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/wasm_compiler.py","EXPERIMENTAL","Imports from VM/DSL module (compiler/runtime/bytecode/translator/grammar/formal_verifier/linter/formatter/codegen)","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/mcp_enforcement.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/persona_contract.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/server_auth.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"scripts/hlf_operator.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","YES",""
"scripts/test_agent_harness.py","RUNTIME_NONDEFAULT","1-3 imports, no compiler/runtime/bytecode/translator/grammar imports","YES",""
"test-swarm-coord/test_4_executor.py","RUNTIME_NONDEFAULT","1-3 imports, no compiler/runtime/bytecode/translator/grammar imports","YES",""
"tests/test_agent_heartbeat.py","RUNTIME_NONDEFAULT","1-3 imports, no compiler/runtime/bytecode/translator/grammar imports","YES",""
"tests/test_benchmark.py","RUNTIME_NONDEFAULT","1-3 imports, no compiler/runtime/bytecode/translator/grammar imports","YES",""
"tests/test_benchmark_multilingual.py","RUNTIME_NONDEFAULT","1-3 imports, no compiler/runtime/bytecode/translator/grammar imports","YES",""
"tests/test_chaos.py","RUNTIME_NONDEFAULT","1-3 imports, no compiler/runtime/bytecode/translator/grammar imports","YES",""
"tests/test_code_bearing_execution.py","EXPERIMENTAL","Imports from VM/DSL module (compiler/runtime/bytecode/translator/grammar/formal_verifier/linter/formatter/codegen)","YES",""
"tests/test_compatibility_matrix.py","RUNTIME_NONDEFAULT","1-3 imports, no compiler/runtime/bytecode/translator/grammar imports","YES",""
"tests/test_compiler.py","EXPERIMENTAL","Imports from VM/DSL module (compiler/runtime/bytecode/translator/grammar/formal_verifier/linter/formatter/codegen)","YES",""
"tests/test_credential_locator.py","RUNTIME_NONDEFAULT","1-3 imports, no compiler/runtime/bytecode/translator/grammar imports","YES",""
"tests/test_dream_cycle.py","RUNTIME_NONDEFAULT","1-3 imports, no compiler/runtime/bytecode/translator/grammar imports","YES",""
"tests/test_governance_event_log.py","RUNTIME_NONDEFAULT","1-3 imports, no compiler/runtime/bytecode/translator/grammar imports","YES",""
"tests/test_hlflsp.py","RUNTIME_NONDEFAULT","1-3 imports, no compiler/runtime/bytecode/translator/grammar imports","YES",""
"tests/test_host_function_contracts.py","RUNTIME_NONDEFAULT","1-3 imports, no compiler/runtime/bytecode/translator/grammar imports","YES",""
"tests/test_math_pipeline.py","EXPERIMENTAL","Imports from VM/DSL module (compiler/runtime/bytecode/translator/grammar/formal_verifier/linter/formatter/codegen)","YES",""
"tests/test_real_workflow_benchmarks.py","RUNTIME_NONDEFAULT","1-3 imports, no compiler/runtime/bytecode/translator/grammar imports","YES",""
".github/scripts/ollama_client.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","YES",""
".github/scripts/spec_drift_check.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","YES",""
"_rw_debug.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","YES",""
"bench4.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","YES",""
"benchmark_runner.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","YES",""
"check_mcp_tools.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","YES",""
"debug_tool.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","YES",""
"hlf/host_functions_minimal.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","YES",""
"hlf_mcp/dream_cycle.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/gallery/evidence_renderer.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/gallery/telemetry.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/agent_spawner.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/approval_ledger.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/dream_proposal.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/embodied.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/entropy_anchor.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/ethics/__init__.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/governed_ingress.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/hitl_dashboard.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/insaits.py","EXPERIMENTAL","Imports from VM/DSL module (compiler/runtime/bytecode/translator/grammar/formal_verifier/linter/formatter/codegen)","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/operand_coverage.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/rag_integrations.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/resource_monitor.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/review_proof.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/routing/route_trace.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/routing_trace.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/secret_capsule.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/session_auth.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/streaming.py","EXPERIMENTAL","Imports from VM/DSL module (compiler/runtime/bytecode/translator/grammar/formal_verifier/linter/formatter/codegen)","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/task_classifier.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/translator.py","EXPERIMENTAL","Imports from VM/DSL module (compiler/runtime/bytecode/translator/grammar/formal_verifier/linter/formatter/codegen)","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/hlf/trust_surface.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/ingress_support.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/instinct/classification.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/instinct/execution.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/instinct/orchestration.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/local_scheduler.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/media_evidence.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/persona/__init__.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/persona/capability_decay.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/persona/composition_proofs.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/persona/doctrine_drift.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/persona/operator_doctrine.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/rag/hybrid_rag.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/server_governance.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"hlf_mcp/server_prompts.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","NO","Inside hlf_mcp/ package tree; __init__.py poisons import path"
"query_knowledge.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","YES",""
"run_tests.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","YES",""
"scripts/agent_harness.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","YES",""
"scripts/demo_pii_workflow.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","YES",""
"scripts/gen_docs.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","YES",""
"scripts/hlf_evidence.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","YES",""
"scripts/multi_model_validation.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","YES",""
"test-swarm-coord/smoke_test.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","YES",""
"test_governed_complete_tool.py","RUNTIME_NONDEFAULT","1-3 imports, no compiler/runtime/bytecode/translator/grammar imports","YES",""
"tests/conftest.py","RUNTIME_NONDEFAULT","1-3 imports, no compiler/runtime/bytecode/translator/grammar imports","YES",""
"tests/test_codegen.py","EXPERIMENTAL","Imports from VM/DSL module (compiler/runtime/bytecode/translator/grammar/formal_verifier/linter/formatter/codegen)","YES",""
"tests/test_daemon_manager.py","RUNTIME_NONDEFAULT","1-3 imports, no compiler/runtime/bytecode/translator/grammar imports","YES",""
"tests/test_extracted_support_tools.py","RUNTIME_NONDEFAULT","1-3 imports, no compiler/runtime/bytecode/translator/grammar imports","YES",""
"tests/test_fixtures_catalog.py","EXPERIMENTAL","Imports from VM/DSL module (compiler/runtime/bytecode/translator/grammar/formal_verifier/linter/formatter/codegen)","YES",""
"tests/test_formatter.py","EXPERIMENTAL","Imports from VM/DSL module (compiler/runtime/bytecode/translator/grammar/formal_verifier/linter/formatter/codegen)","YES",""
"tests/test_github_scripts.py","RUNTIME_NONDEFAULT","1-3 imports, no compiler/runtime/bytecode/translator/grammar imports","YES",""
"tests/test_handoff_events.py","RUNTIME_NONDEFAULT","1-3 imports, no compiler/runtime/bytecode/translator/grammar imports","YES",""
"tests/test_instinct_lifecycle.py","RUNTIME_NONDEFAULT","1-3 imports, no compiler/runtime/bytecode/translator/grammar imports","YES",""
"tests/test_linter.py","EXPERIMENTAL","Imports from VM/DSL module (compiler/runtime/bytecode/translator/grammar/formal_verifier/linter/formatter/codegen)","YES",""
"tests/test_media_evidence.py","RUNTIME_NONDEFAULT","1-3 imports, no compiler/runtime/bytecode/translator/grammar imports","YES",""
"tests/test_memory_evidence_schema.py","RUNTIME_NONDEFAULT","1-3 imports, no compiler/runtime/bytecode/translator/grammar imports","YES",""
"tests/test_memory_write_enforcement.py","RUNTIME_NONDEFAULT","1-3 imports, no compiler/runtime/bytecode/translator/grammar imports","YES",""
"tests/test_native_onboarding.py","RUNTIME_NONDEFAULT","1-3 imports, no compiler/runtime/bytecode/translator/grammar imports","YES",""
"tests/test_operator_cli.py","RUNTIME_NONDEFAULT","1-3 imports, no compiler/runtime/bytecode/translator/grammar imports","YES",""
"tests/test_port_config.py","RUNTIME_NONDEFAULT","1-3 imports, no compiler/runtime/bytecode/translator/grammar imports","YES",""
"tests/test_test_runner.py","RUNTIME_NONDEFAULT","1-3 imports, no compiler/runtime/bytecode/translator/grammar imports","YES",""
"tests/test_witness_governance.py","RUNTIME_NONDEFAULT","1-3 imports, no compiler/runtime/bytecode/translator/grammar imports","YES",""
"tests/test_workflow_support.py","RUNTIME_NONDEFAULT","1-3 imports, no compiler/runtime/bytecode/translator/grammar imports","YES",""
"validate_compounding_loop.py","STABLE_DEFAULT","classification_hint=KEEP_WITH_WORK, no VM/DSL imports","YES",""
